ecod_uid,domain_id,t_id,old_f,old_f_name,commons_f,new_f_name,dominant_pfam,dominant_name,cov_pct,score,verdict,tier,recommended_action,composite_outcome,relaxed_Q_verdict,relaxed_Q_detail,final_class,final_action,struct_verdict,struct_rederived_f,concordance
9093,e2b69A1,2003.1.1,2003.1.1.72,GDP_Man_Dehyd,2003.1.1.141,"Polysacc_synt_2, GDP_Man_Dehyd",PF16363,GDP_Man_Dehyd,94.9,181.4,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF02719 score=20.2 GA=20.2 dE=4.6e-04,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),other,2003.1.1.150,check
10782,e2bceA1,7579.1.1,7579.1.1.1,COesterase,7579.1.1.89,"COesterase, BD-FAE",PF00135,COesterase,96.7,550.4,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF20434 score=44.1 GA=26.8 dE=2.7e-11,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,7579.1.1.89,agree
9624,e2cxxA1,2004.1.1,2004.1.1.73,MMR_HSR1,2004.1.1.414,"GTP_EFTU, MMR_HSR1",PF01926,MMR_HSR1,70.1,70.0,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF00009 score=31.8 GA=26.5 dE=1.6e-07,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,2004.1.1.414,agree
9601,e2dy1A5,2004.1.1,2004.1.1.14,GTP_EFTU,2004.1.1.414,"GTP_EFTU, MMR_HSR1",PF00009,GTP_EFTU,100.0,112.2,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF01926 score=21.9 GA=21.9 dE=2.4e-04,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,1.1.7.50;2004.1.1.414;212.1.1.17;304.24.1.1;304.24.1.3,agree
9184,e2f1kA2,2003.1.1,2003.1.1.27,PDH_N,2003.1.1.147,"PDH_N, F420_oxidored",PF02153,PDH_N,90.9,179.3,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF03807 score=34.7 GA=21.6 dE=3.3e-08,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,129.1.1.18;2003.1.1.147,agree
9382,e2fk8A1,2003.1.5,2003.1.5.21,CMAS,2003.1.5.152,"CMAS, Methyltransf_25",PF02353,CMAS,96.8,401.1,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF13649 score=38.6 GA=27.0 dE=2.1e-09,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,2003.1.5.152,agree
9871,e2gfhA1,2006.1.1,2006.1.1.1,Hydrolase,2006.1.1.44,"Hydrolase, Hydrolase_like",PF00702,Hydrolase,79.8,88.0,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF13242 score=40.9 GA=22.0 dE=2.4e-10,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,2006.1.1.44,agree
7063,e2gfsA1,206.1.1,206.1.1.1,Pkinase,206.1.1.70,"Pkinase, ABC1",PF00069,Pkinase,81.9,214.6,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF03109 score=28.6 GA=22.9 dE=1.2e-06,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,206.1.1.70,agree
9406,e2gh1A1,2003.1.5,2003.1.5.82,Methyltransf_31,2003.1.5.201,"Methyltransf_25, Methyltransf_31",PF13847,Methyltransf_31,70.1,56.5,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF13649 score=49.7 GA=27.0 dE=7.3e-13,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,2003.1.5.201,agree
2192,e2hqsA1,5.1.3,5.1.3.20,PD40,5.1.3.136,"DPPIV_N, PD40",PF07676,PD40,100.0,400.1,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF00930 score=33.8 GA=22.0 dE=2.5e-08,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,5.1.3.136;7503.1.1.3,agree
10852,e2hu7A2,7579.1.1,7579.1.1.3,Peptidase_S9,7579.1.1.94,"Peptidase_S9, Peptidase_S15",PF00326,Peptidase_S9,78.5,146.5,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF02129 score=30.6 GA=23.0 dE=4.3e-07,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_old,5.1.4.65;7579.1.1.3,check
9230,e2iidA2,2003.1.2,2003.1.2.17,Amino_oxidase,2003.1.2.73,"Amino_oxidase, Pyr_redox_2, NAD_binding_8",PF01593,Amino_oxidase,88.1,265.8,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF07992 score=31.0 GA=26.1 dE=2.8e-07,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),other,244.1.1.6,check
10862,e2jbwA1,7579.1.1,7579.1.1.32,FrsA-like,7579.1.1.118,"Peptidase_S9, FrsA-like",PF06500,FrsA-like,61.1,43.3,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target),supports_commons,7579.1.1.118,agree
7099,e2jflA1,206.1.1,206.1.1.1,Pkinase,206.1.1.70,"Pkinase, ABC1",PF00069,Pkinase,89.9,236.7,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF03109 score=23.0 GA=22.9 dE=6.0e-05,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_old,206.1.1.1,check
1145809,e2lhiA1,108.1.1,108.1.1.29,EF-hand_7,108.1.1.97,"EF-hand_1, EF-hand_7",PF13499,EF-hand_7,83.3,61.2,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF00036 score=33.4 GA=25.4 dE=2.9e-08,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,108.1.1.96;108.1.1.97,agree
10975,e2o3iA2,4176.1.1,4176.1.1.1,,4176.1.1.2,S-Me-THD_N,PF06032,S-Me-THD_N,67.5,115.8,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target),unclassified,,no_evidence
1148095,e2o5vA1,2004.1.1,2004.1.1.87,SMC_N,2004.1.1.433,"SMC_N, AAA_23",PF02463,SMC_N,91.1,45.8,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF13476 score=39.5 GA=27.0 dE=1.5e-09,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),other,2004.1.1.0,check
3163,e2obhA2,108.1.1,108.1.1.29,EF-hand_7,108.1.1.96,"EF-hand_1, EF-hand_6, EF-hand_7",PF13499,EF-hand_7,97.0,57.3,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF00036 score=33.9 GA=25.4 dE=2.1e-08,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,108.1.1.28;108.1.1.96,agree
4575,e2ooeA1,109.4.1,109.4.1.83,Suf,109.4.1.1316,"Suf, HAT_PRP39_N, HAT_PRP39_C",PF05843,Suf,98.5,703.1,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF23240 score=107.1 GA=27.7 dE=1.6e-30,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_old,109.4.1.83,check
8457,e2p3uA1,389.1.1,389.1.1.17,FXa_inhibition,389.1.1.97,"cEGF, FXa_inhibition",PF14670,FXa_inhibition,70.6,47.2,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF12662 score=29.7 GA=26.6 dE=7.0e-07,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,389.1.1.97,agree
3148,e2pvbA1,108.1.1,108.1.1.29,EF-hand_7,108.1.1.99,"EF-hand_5, EF-hand_6, EF-hand_7",PF13499,EF-hand_7,63.0,51.5,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF13202 score=22.4 GA=11.5 dE=9.7e-05,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,108.1.1.99,agree
1870438,e2vglA1,109.4.1,109.4.1.22,Adaptin_N,109.4.1.1255,"Adaptin_N, Cnd1",PF01602,Adaptin_N,93.8,525.8,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF12717 score=28.9 GA=26.4 dE=1.8e-06,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,109.4.1.1255,agree
9237,e2vouA2,2003.1.2,2003.1.2.15,FAD_binding_3,2003.1.2.99,"Pyr_redox, FAD_binding_3",PF01494,FAD_binding_3,60.0,36.5,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF00070 score=26.8 GA=22.0 dE=9.4e-06,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),other,2003.1.2.16;244.1.1.0,check
2033698,e2vpzB2,205.1.1,205.1.1.17,Fer4_11,205.1.1.44,"Fer4, Fer4_11",PF13247,Fer4_11,100.0,91.5,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF00037 score=32.7 GA=21.1 dE=7.1e-08,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,205.1.1.17;205.1.1.44,agree
7065,e3bqcA1,206.1.1,206.1.1.1,Pkinase,206.1.1.73,"Pkinase, APH",PF00069,Pkinase,87.2,237.4,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF01636 score=24.7 GA=23.2 dE=2.8e-05,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,206.1.1.73,agree
9695,e3dhwC2,2004.1.1,2004.1.1.5,ABC_tran,2004.1.1.417,"ABC_tran, AAA_21",PF00005,ABC_tran,62.1,133.4,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF13304 score=28.4 GA=27.0 dE=2.6e-06,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_old,2004.1.1.5;304.8.1.5,check
185234,e3f6kA1,5.1.7,5.1.7.2,Sortilin-Vps10,5.1.7.4,"BNR_6, Sortilin-Vps10",PF15902,Sortilin-Vps10,82.6,390.1,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF15899 score=22.0 GA=13.0 dE=1.8e-04,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,5.1.7.4;6070.1.1.1,agree
1551400,e3j6bQ1,4.1.1,4.1.1.146,Ribosomal_uL24m-like,4.1.1.314,"KOW, Ribosomal_uL24m-like",PF22682,Ribosomal_uL24m-like,76.4,313.2,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF00467 score=22.4 GA=22.3 dE=1.3e-04,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,4.1.1.314,agree
1498230,e3lm3A2,12.1.1,12.1.1.20,,12.1.1.117,DUF3864,PF12980,DUF3864,72.7,113.7,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target),unclassified,,no_evidence
223873,e3n71A1,70.3.1,70.3.1.1,SET,70.3.1.11,"SET, zf-MYND",PF00856,SET,83.4,38.5,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target),supports_commons,109.4.1.0;70.3.1.11,agree
119500,e3nnqA1,101.1.1,101.1.1.73,zf-H3C2,101.1.1.301,"zf-H2C2, zf-H3C2",PF16721,zf-H3C2,100.0,226.8,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF09337 score=60.5 GA=25.0 dE=2.4e-16,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,101.1.1.301,agree
1843702,e3q3qA1,7515.1.1,7515.1.1.6,Phosphodiest,7515.1.1.15,"Phosphodiest, Metalloenzyme",PF01663,Phosphodiest,81.6,128.2,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF01676 score=27.3 GA=24.3 dE=4.0e-06,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,304.131.1.0;7515.1.1.15,agree
1005523,e3u44B2,2004.1.1,2004.1.1.195,UvrD_C,2004.1.1.654,"UvrD_C, AddB_5th",PF13361,UvrD_C,78.5,30.0,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target),supports_commons,2004.1.1.226;2004.1.1.654;2008.1.1.59,agree
1841007,e4bepB3,109.3.1,109.3.1.8,Ank_2,109.3.1.176,"Ank_2, Ank_3, Ank_4",PF12796,Ank_2,62.8,47.3,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF13606 score=17.4 GA=17.2 dE=7.3e-03,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),other,109.3.1.166;4040.1.1.0;6175.1.1.1,check
1088849,e4bkyA1,206.1.1,206.1.1.1,Pkinase,206.1.1.70,"Pkinase, ABC1",PF00069,Pkinase,93.0,254.8,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF03109 score=29.7 GA=22.9 dE=5.7e-07,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_old,103.1.1.26;206.1.1.1,check
1145884,e4cfeA1,206.1.1,206.1.1.1,Pkinase,206.1.1.70,"Pkinase, ABC1",PF00069,Pkinase,80.6,249.8,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF03109 score=24.4 GA=22.9 dE=2.3e-05,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),other,206.1.1.0;331.4.1.3,check
1145908,e4cfhA1,206.1.1,206.1.1.1,Pkinase,206.1.1.70,"Pkinase, ABC1",PF00069,Pkinase,77.8,259.1,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF03109 score=23.4 GA=22.9 dE=4.7e-05,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),other,206.1.1.0;331.4.1.3,check
1031124,e4e3cB1,206.1.1,206.1.1.1,Pkinase,206.1.1.72,"Pkinase, Pkinase_fungal",PF00069,Pkinase,96.3,182.6,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF17667 score=34.8 GA=24.1 dE=1.2e-08,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,206.1.1.72;221.1.1.164;4177.2.1.2,agree
1147811,e4g23A1,109.4.1,109.4.1.240,PPR_long,109.4.1.1384,"PPR, PPR_long",PF17177,PPR_long,91.5,263.8,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF01535 score=15.1 GA=9.3 dE=3.3e-02,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,109.4.1.1384;2006.1.4.11;3850.1.1.0,agree
1549037,e4lgdB1,206.1.1,206.1.1.1,Pkinase,206.1.1.70,"Pkinase, ABC1",PF00069,Pkinase,82.9,238.9,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF03109 score=23.0 GA=22.9 dE=6.4e-05,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,206.1.1.70;4096.1.1.2,agree
1121969,e4m8oA3,2484.1.1,2484.1.1.34,DNA_pol_B_exo1,2484.1.1.197,"DNA_pol_B_exo1, DNA_pol_B_exo2",PF03104,DNA_pol_B_exo1,70.0,192.3,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF10108 score=31.6 GA=24.0 dE=2.0e-07,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,2.1.1.0;2484.1.1.197;304.114.1.0;304.48.1.0;4969.1.1.2;4970.1.1.0,agree
1144179,e4o1pC2,206.1.1,206.1.1.1,Pkinase,206.1.1.71,"Pkinase, Kdo",PF00069,Pkinase,61.4,50.8,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF06293 score=25.8 GA=21.3 dE=1.0e-05,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,109.3.1.96;206.1.1.71;601.7.1.4,agree
1495179,e4pj3A3,2004.1.1,2004.1.1.184,AAA_11,2004.1.1.473,"ResIII, AAA_11",PF13086,AAA_11,66.2,101.7,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF04851 score=28.6 GA=22.5 dE=1.9e-06,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,1.1.7.47;109.4.1.223;2004.1.1.186;2004.1.1.473;3940.1.1.1,agree
1322288,e4qfgA1,206.1.1,206.1.1.1,Pkinase,206.1.1.70,"Pkinase, ABC1",PF00069,Pkinase,93.7,259.1,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF03109 score=23.3 GA=22.9 dE=4.8e-05,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,206.1.1.70,agree
1723255,e4r04A5,1033.1.1,1033.1.1.1,TcdA_TcdB_pore,1033.1.1.3,"TcdA_TcdB_pore, DRBD_TcsH_C",PF12920,TcdA_TcdB_pore,65.9,785.0,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target),supports_commons,1032.1.1.1;1033.1.1.3;633.16.1.2;7516.1.1.25;7575.1.1.6,agree
1447958,e4ux3A1,2004.1.1,2004.1.1.87,SMC_N,2004.1.1.429,"SMC_N, AAA_15",PF02463,SMC_N,96.0,213.3,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF13175 score=67.1 GA=32.1 dE=3.3e-18,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_old,2004.1.1.87;3922.1.1.0,check
1731077,e4ww4B1,2004.1.1,2004.1.1.137,TIP49,2004.1.1.436,"DnaB_C, TIP49",PF06068,TIP49,94.7,538.7,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF03796 score=31.4 GA=27.0 dE=2.0e-07,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),other,148.1.3.18;2.1.1.32,check
1723258,e4xhhA1,206.1.1,206.1.1.1,Pkinase,206.1.1.72,"Pkinase, Pkinase_fungal",PF00069,Pkinase,64.6,80.5,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF17667 score=27.3 GA=24.1 dE=2.3e-06,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,206.1.1.72,agree
1555749,e4ydhA1,109.4.1,109.4.1.89,"Drf_FH3,Drf_GBD",109.4.1.1299,"Drf_FH3, Drf_GBD, FH3_FHOD1-3",PF06371,Drf_GBD,61.4,93.9,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF24959 score=33.9 GA=27.4 dE=3.7e-08,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,109.4.1.1299,agree
1716688,e4z87A1,2002.1.1,2002.1.1.23,IMPDH,2002.1.1.263,"IMPDH, FMN_dh",PF00478,IMPDH,88.6,456.5,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF01070 score=26.7 GA=24.9 dE=4.3e-06,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,2002.1.1.263;282.1.1.1,agree
1889998,e5d08A3,109.4.1,109.4.1.207,HEAT_2,109.4.1.1259,"HEAT_PBS, HEAT_2",PF13646,HEAT_2,63.9,53.2,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF03130 score=23.1 GA=13.0 dE=1.1e-04,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),other,109.4.1.0;205.1.1.0,check
1933284,e5f0pA1,109.4.1,109.4.1.44,Vps35,109.4.1.1333,"Vps35, VPS35L_N",PF03635,Vps35,99.3,686.9,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF27614 score=27.2 GA=27.0 dE=3.1e-06,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,109.4.1.1333,agree
1866768,e5fifD2,2486.1.1,2486.1.1.3,Carboxyl_trans,2486.1.1.15,"Carboxyl_trans, ACCA",PF01039,Carboxyl_trans,97.3,251.7,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF03255 score=32.9 GA=23.0 dE=6.3e-08,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,2486.1.1.15;2486.1.1.3;325.1.7.1,agree
1779592,e5frpA1,109.4.1,109.4.1.257,PDS5,109.4.1.1620,"Cnd1, PDS5",PF20168,PDS5,96.7,662.5,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF12717 score=28.2 GA=26.4 dE=2.9e-06,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,109.4.1.1620,agree
1870486,e5g53C1,2004.1.1,2004.1.1.47,G-alpha,2004.1.1.431,"Arf, G-alpha",PF00503,G-alpha,83.4,182.0,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF00025 score=97.3 GA=22.3 dE=1.1e-27,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,2004.1.1.431,agree
2044878,e5h68A1,2004.1.1,2004.1.1.87,SMC_N,2004.1.1.480,"SMC_N, AAA_21, AAA_29",PF02463,SMC_N,95.1,261.7,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF13304 score=44.7 GA=27.0 dE=2.7e-11,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),other,2004.1.1.442,check
1885547,e5kokA1,2003.1.5,2003.1.5.21,CMAS,2003.1.5.152,"CMAS, Methyltransf_25",PF02353,CMAS,77.6,118.1,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF13649 score=44.8 GA=27.0 dE=2.6e-11,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,2003.1.5.152,agree
2072472,e5t77A1,1075.5.1,1075.5.1.2,MurJ,1075.5.1.12,"MurJ, Polysacc_synt_3",PF03023,MurJ,97.0,337.6,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF13440 score=29.9 GA=23.0 dE=5.2e-07,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,1075.5.1.12;1075.5.1.2,agree
1933321,e5tj6A1,5054.1.1,5054.1.1.2,Ion_trans,5054.1.1.59,"Ion_trans, Ion_trans_2",PF00520,Ion_trans,81.0,71.1,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF07885 score=50.2 GA=22.5 dE=3.0e-13,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,2003.1.1.82;4261.1.1.2;5054.1.1.59,agree
2084847,e5ve9B1,108.1.1,108.1.1.29,EF-hand_7,108.1.1.97,"EF-hand_1, EF-hand_7",PF13499,EF-hand_7,77.1,47.5,ambiguous_both,,REVIEW: dominant Pfam in BOTH old & new (likely refinement),subset_ambiguous,Q_above_GA,PF00036 score=28.5 GA=25.4 dE=1.1e-06,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_commons,108.1.1.97,agree
8800,e1a0cA1,2002.1.1,2002.1.1.60,AP_endonuc_2,2002.1.1.266,XylA2_C,,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target),other,2002.1.1.271,check
4549,e1a17A1,109.4.1,109.4.1.6,"TPR_1,PPP5",109.4.1.1802,"TPR_1, PPP5, TPR_16",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target),other,109.4.1.192,check
4585,e1b3uA1,109.4.1,109.4.1.35,"HEAT,HEAT_2",109.4.1.1321,"HEAT, HEAT_2, PPP2R1A-like_HEAT, VPS15-like_hel",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target),supports_commons,109.4.1.1321,agree
9709,e1c4oA1,2004.1.1,2004.1.1.120,ResIII,2004.1.1.489,"ResIII, UvrB_3rd",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target),supports_commons,2004.1.1.32;2004.1.1.489;506.2.1.2,agree
4550,e1elwA1,109.4.1,109.4.1.5,TPR_1,109.4.1.1288,"TPR_8, TPR_11",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target),other,109.4.1.202,check
1594,e1f00I2,11.1.1,11.1.1.38,Big_2,11.1.1.870,Ig_Eae,,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),apply_commons,,,APPLY,APPLY: composite Pfam-confirmed (architecture==target),supports_commons,11.1.1.39;11.1.1.870;209.1.1.10,agree
9835,e1gpmA2,2005.1.1,2005.1.1.18,NAD_synthase,2005.1.1.47,"NAD_synthase, tRNA_Me_trans",,,,,no_dominant_pfam,,REVIEW: no Pfam >=60% (structural/DPAM),subset_ambiguous,Q_above_GA,PF03054 score=22.9 GA=20.6 dE=9.0e-05,APPLY,APPLY: composite Pfam-justified (extra Pfam above GA),supports_old,2005.1.1.18;2007.1.1.1;327.3.1.1,check
